Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTire,NumberOfPitStops,TiresUsed,MadeItToQ2,MadeItToQ3
ALO,Alpine,102.934,15,0.0,2021,Azerbaijan,102.195,10.0,0.0,8.0,6.0,Finished,8.0,2.0,29.0,6.0,65.0,20.0,104.777,1.592999999999989,9.0,102.693,0.578000000000003,6.0,103.08,0.8290000000000077,7.0,SOFT,4.0,"SOFT, HARD, SOFT",0,0
LAT,Williams,103.128,16,0.1939999999999884,2021,Azerbaijan,,,,16.0,16.0,Finished,0.0,0.0,7.0,16.0,20.0,17.0,105.774,2.589999999999989,18.0,106.983,4.867999999999995,20.0,104.054,1.8029999999999973,16.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",0,0
MSC,Haas F1 Team,104.158,17,1.2239999999999895,2021,Azerbaijan,,,,17.0,13.0,Finished,0.0,4.0,0.0,13.0,0.0,14.0,106.899,3.714999999999989,19.0,106.095,3.980000000000004,19.0,105.282,3.031000000000006,19.0,SOFT,5.0,"SOFT, HARD, SOFT",0,0
MAZ,Haas F1 Team,104.238,18,1.3039999999999878,2021,Azerbaijan,,,,18.0,14.0,Finished,0.0,4.0,0.0,14.0,0.0,13.0,106.945,3.760999999999996,20.0,105.563,3.4479999999999933,18.0,105.711,3.460000000000008,20.0,SOFT,6.0,"SOFT, HARD, SOFT",0,0
STR,Aston Martin,,19,,2021,Azerbaijan,,,,19.0,19.0,Accident,0.0,0.0,17.0,19.0,50.0,2.0,105.234,2.049999999999997,13.0,103.812,1.6970000000000027,14.0,103.682,1.4309999999999974,12.0,HARD,0.0,HARD,0,0
GIO,Alfa Romeo Racing,,20,,2021,Azerbaijan,,,,20.0,11.0,Finished,0.0,9.0,1.0,11.0,3.0,10.0,105.092,1.9080000000000013,12.0,102.941,0.8259999999999934,7.0,104.113,1.8619999999999948,17.0,SOFT,4.0,"SOFT, HARD, SOFT",0,0
LEC,Ferrari,94.153,1,-1.766999999999996,2021,Austin,93.928,4.0,-1.208999999999989,4.0,4.0,Finished,12.0,0.0,82.0,4.0,161.5,7.0,96.334,1.4599999999999935,6.0,95.572,0.7299999999999898,7.0,95.343,0.9599999999999936,7.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
VER,Red Bull Racing,94.352,2,-1.5679999999999978,2021,Austin,93.464,1.0,-1.6729999999999876,1.0,1.0,Finished,25.0,0.0,151.5,1.0,235.5,3.0,95.806,0.9320000000000022,3.0,95.824,0.9819999999999992,8.0,94.383,0.0,1.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
PER,Red Bull Racing,94.369,3,-1.551000000000002,2021,Austin,94.178,7.0,-0.958999999999989,3.0,3.0,Finished,15.0,0.0,84.0,3.0,235.5,1.0,95.817,0.9429999999999978,4.0,94.946,0.1039999999999992,2.0,94.701,0.3179999999999978,3.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
RIC,McLaren,94.407,4,-1.512999999999991,2021,Austin,94.643,9.0,-0.4939999999999998,6.0,5.0,Finished,10.0,1.0,50.0,5.0,132.0,8.0,96.22,1.3460000000000036,5.0,95.457,0.6149999999999949,5.0,95.345,0.9619999999999892,8.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
NOR,McLaren,94.551,5,-1.3689999999999998,2021,Austin,93.88,3.0,-1.2569999999999908,7.0,8.0,Finished,4.0,-1.0,82.0,8.0,132.0,5.0,96.855,1.9809999999999943,10.0,95.203,0.36099999999999,3.0,94.945,0.5619999999999976,5.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
SAI,Ferrari,94.558,6,-1.3619999999999948,2021,Austin,94.126,6.0,-1.0109999999999957,5.0,7.0,Finished,6.0,-2.0,79.5,7.0,161.5,4.0,96.508,1.6340000000000003,8.0,95.919,1.0769999999999982,9.0,94.805,0.421999999999997,4.0,SOFT,2.0,"SOFT, HARD",1,1
GAS,AlphaTauri,94.567,7,-1.3529999999999944,2021,Austin,94.583,8.0,-0.5539999999999878,8.0,20.0,Suspension,0.0,-12.0,45.0,20.0,65.0,9.0,96.611,1.7369999999999948,9.0,96.242,1.3999999999999917,12.0,95.398,1.0150000000000006,9.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
HAM,Mercedes,94.579,8,-1.340999999999994,2021,Austin,93.797,2.0,-1.3399999999999892,2.0,2.0,Finished,19.0,0.0,164.5,2.0,233.5,6.0,94.919,0.0450000000000017,2.0,94.842,0.0,1.0,94.458,0.0750000000000028,2.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
BOT,Mercedes,94.59,9,-1.3299999999999983,2021,Austin,93.959,5.0,-1.1779999999999973,9.0,6.0,Finished,8.0,3.0,69.0,6.0,233.5,2.0,94.874,0.0,1.0,95.36,0.5179999999999865,4.0,94.988,0.6049999999999898,6.0,MEDIUM,2.0,"MEDIUM, HARD",1,1
VET,Aston Martin,95.281,10,-0.6389999999999958,2021,Austin,95.5,12.0,0.3629999999999995,18.0,10.0,+1 Lap,1.0,8.0,34.0,10.0,51.0,12.0,96.344,1.4699999999999989,7.0,96.718,1.8759999999999903,16.0,95.851,1.467999999999989,11.0,MEDIUM,2.0,"MEDIUM, HARD",1,0
TSU,AlphaTauri,95.36,11,-0.5600000000000023,2021,Austin,95.137,10.0,0.0,10.0,9.0,+1 Lap,2.0,1.0,20.0,9.0,65.0,20.0,97.248,2.3739999999999952,17.0,96.69,1.847999999999999,15.0,96.572,2.188999999999993,18.0,SOFT,2.0,"SOFT, HARD",1,0
RUS,Williams,95.746,12,-0.1739999999999923,2021,Austin,,,,20.0,14.0,+1 Lap,0.0,6.0,13.0,14.0,20.0,15.0,96.966,2.0919999999999987,13.0,97.49,2.647999999999996,19.0,96.023,1.6400000000000006,12.0,MEDIUM,2.0,"MEDIUM, HARD",1,0
OCO,Alpine,95.747,13,-0.1730000000000018,2021,Austin,95.377,11.0,0.2400000000000091,11.0,19.0,Mechanical,0.0,-8.0,36.0,19.0,65.0,18.0,96.97,2.096000000000004,14.0,96.158,1.3159999999999883,11.0,95.711,1.328000000000003,10.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",1,0
ALO,Alpine,95.756,14,-0.1640000000000014,2021,Austin,104.549,14.0,9.412000000000006,19.0,18.0,Rear wing,0.0,1.0,29.0,18.0,65.0,19.0,97.068,2.1940000000000026,16.0,96.376,1.5339999999999918,13.0,96.49,2.1069999999999998,17.0,MEDIUM,3.0,"MEDIUM, HARD, MEDIUM",1,0
GIO,Alfa Romeo Racing,95.92,15,0.0,2021,Austin,95.794,13.0,0.6570000000000107,12.0,11.0,+1 Lap,0.0,1.0,1.0,11.0,3.0,13.0,96.874,2.0,11.0,96.138,1.2959999999999925,10.0,96.252,1.869,15.0,MEDIUM,2.0,"MEDIUM, HARD",0,0
STR,Aston Martin,95.983,16,0.0630000000000023,2021,Austin,,,,13.0,12.0,+1 Lap,0.0,1.0,17.0,12.0,51.0,10.0,96.972,2.097999999999999,15.0,95.561,0.7189999999999941,6.0,96.392,2.0090000000000003,16.0,MEDIUM,2.0,"MEDIUM, HARD",0,0
LAT,Williams,95.995,17,0.0750000000000028,2021,Austin,,,,14.0,15.0,+1 Lap,0.0,-1.0,7.0,15.0,20.0,14.0,97.463,2.588999999999998,18.0,97.254,2.411999999999992,18.0,96.118,1.7349999999999994,14.0,MEDIUM,2.0,"MEDIUM, HARD",0,0
RAI,Alfa Romeo Racing,96.311,18,0.3910000000000053,2021,Austin,,,,15.0,13.0,+1 Lap,0.0,2.0,2.0,13.0,3.0,11.0,96.876,2.001999999999996,12.0,96.558,1.715999999999994,14.0,96.062,1.679000000000002,13.0,MEDIUM,2.0,"MEDIUM, HARD",0,0
MSC,Haas F1 Team,96.499,19,0.5790000000000077,2021,Austin,,,,16.0,16.0,+2 Laps,0.0,0.0,0.0,16.0,0.0,17.0,98.866,3.9919999999999902,19.0,97.041,2.198999999999998,17.0,96.671,2.2879999999999967,19.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",0,0
MAZ,Haas F1 Team,96.796,20,0.8760000000000048,2021,Austin,,,,17.0,17.0,+2 Laps,0.0,0.0,0.0,17.0,0.0,16.0,100.948,6.073999999999998,20.0,98.026,3.183999999999997,20.0,97.344,2.9609999999999985,20.0,MEDIUM,3.0,"MEDIUM, HARD, MEDIUM",0,0
BOT,Mercedes,76.727,1,-1.399000000000001,2021,Mexico,76.864,4.0,-0.6089999999999947,1.0,15.0,+2 Laps,0.0,-14.0,69.0,15.0,251.5,2.0,78.34100000000001,0.0,1.0,77.72500000000001,0.4240000000000066,2.0,77.708,0.6839999999999975,4.0,MEDIUM,4.0,"MEDIUM, HARD, MEDIUM, SOFT",1,1
LEC,Ferrari,76.748,2,-1.378,2021,Mexico,77.034,6.0,-0.4389999999999929,8.0,5.0,Finished,10.0,3.0,92.0,5.0,179.5,6.0,79.667,1.3259999999999934,8.0,78.605,1.304000000000002,7.0,78.21300000000001,1.1890000000000072,9.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
VER,Red Bull Racing,76.78800000000001,3,-1.337999999999994,2021,Mexico,76.483,2.0,-0.9899999999999948,3.0,1.0,Finished,25.0,2.0,176.5,1.0,275.5,3.0,78.464,0.1229999999999904,3.0,77.301,0.0,1.0,77.217,0.1929999999999978,2.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
GAS,AlphaTauri,76.908,4,-1.2180000000000035,2021,Mexico,76.955,5.0,-0.5180000000000007,5.0,4.0,Finished,12.0,1.0,57.0,4.0,77.0,20.0,78.985,0.6439999999999912,5.0,78.429,1.128,6.0,78.202,1.1779999999999973,8.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
PER,Red Bull Racing,77.003,5,-1.1230000000000049,2021,Mexico,77.055,7.0,-0.4179999999999921,4.0,3.0,Finished,15.0,1.0,99.0,3.0,275.5,1.0,78.61,0.2689999999999912,4.0,77.87100000000001,0.5700000000000074,4.0,77.024,0.0,1.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
HAM,Mercedes,77.20700000000001,6,-0.9189999999999968,2021,Mexico,76.474,1.0,-0.9989999999999952,2.0,2.0,Finished,18.0,0.0,182.5,2.0,251.5,15.0,78.417,0.0759999999999934,2.0,77.81,0.5090000000000003,3.0,77.67500000000001,0.6510000000000105,3.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
TSU,AlphaTauri,77.33,7,-0.7960000000000065,2021,Mexico,76.70100000000001,3.0,-0.7719999999999914,17.0,20.0,Collision,0.0,-3.0,20.0,20.0,77.0,4.0,80.01100000000001,1.6700000000000017,11.0,78.644,1.3430000000000035,8.0,78.037,1.0130000000000052,6.0,SOFT,0.0,SOFT,1,1
VET,Aston Martin,77.50200000000001,8,-0.6239999999999952,2021,Mexico,77.74600000000001,11.0,0.2730000000000103,9.0,7.0,+1 Lap,6.0,2.0,40.0,7.0,57.0,14.0,79.858,1.516999999999996,10.0,78.68100000000001,1.3800000000000097,9.0,78.614,1.5900000000000034,14.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
SAI,Ferrari,77.51700000000001,9,-0.6089999999999947,2021,Mexico,77.248,9.0,-0.2249999999999943,6.0,6.0,+1 Lap,8.0,0.0,87.5,6.0,179.5,5.0,79.46300000000001,1.122,6.0,78.318,1.016999999999996,5.0,78.02900000000001,1.0050000000000097,5.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
NOR,McLaren,77.569,10,-0.5570000000000022,2021,Mexico,77.473,10.0,0.0,18.0,10.0,+1 Lap,1.0,8.0,83.0,10.0,133.0,12.0,80.301,1.9599999999999935,15.0,78.979,1.6779999999999973,12.0,78.31200000000001,1.288000000000011,10.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
RAI,Alfa Romeo Racing,77.60600000000001,11,-0.519999999999996,2021,Mexico,77.958,12.0,0.4849999999999994,10.0,8.0,+1 Lap,4.0,2.0,6.0,8.0,7.0,11.0,80.02600000000001,1.6850000000000025,12.0,78.84100000000001,1.5400000000000065,11.0,78.531,1.507000000000005,12.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
RIC,McLaren,77.71900000000001,12,-0.4069999999999965,2021,Mexico,77.092,8.0,-0.3810000000000002,7.0,12.0,+1 Lap,0.0,-5.0,50.0,12.0,133.0,10.0,80.27300000000001,1.9320000000000024,14.0,79.521,2.219999999999999,15.0,78.12100000000001,1.0970000000000084,7.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",1,1
GIO,Alfa Romeo Racing,77.897,13,-0.2289999999999992,2021,Mexico,78.29,14.0,0.8170000000000073,11.0,11.0,+1 Lap,0.0,0.0,1.0,11.0,7.0,8.0,80.34400000000001,2.003,16.0,79.227,1.926000000000002,13.0,78.55600000000001,1.532000000000011,13.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
RUS,Williams,77.958,14,-0.1680000000000063,2021,Mexico,78.17200000000001,13.0,0.6990000000000123,16.0,16.0,+2 Laps,0.0,0.0,13.0,16.0,20.0,17.0,80.51700000000001,2.176000000000002,17.0,127.22,49.91900000000001,20.0,79.211,2.1869999999999976,17.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
OCO,Alpine,78.126,15,0.0,2021,Mexico,78.405,15.0,0.9320000000000022,19.0,13.0,+1 Lap,0.0,6.0,36.0,13.0,67.0,9.0,79.759,1.4179999999999922,9.0,79.43100000000001,2.1300000000000097,14.0,78.99900000000001,1.9750000000000083,16.0,SOFT,1.0,"SOFT, HARD",0,0
ALO,Alpine,78.452,16,0.3259999999999934,2021,Mexico,,,,12.0,9.0,+1 Lap,2.0,3.0,31.0,9.0,67.0,13.0,79.656,1.3149999999999975,7.0,78.732,1.4309999999999974,10.0,78.816,1.7920000000000016,15.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
LAT,Williams,78.756,17,0.6299999999999955,2021,Mexico,,,,13.0,17.0,+2 Laps,0.0,-4.0,7.0,17.0,20.0,16.0,81.58,3.23899999999999,18.0,80.82000000000001,3.519000000000005,18.0,79.313,2.289000000000001,19.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",0,0
MSC,Haas F1 Team,78.858,18,0.7319999999999993,2021,Mexico,,,,14.0,19.0,Collision,0.0,-5.0,0.0,19.0,0.0,18.0,82.144,3.802999999999997,19.0,79.62,2.3190000000000026,16.0,79.238,2.213999999999998,18.0,MEDIUM,0.0,MEDIUM,0,0
MAZ,Haas F1 Team,79.30300000000001,19,1.1770000000000067,2021,Mexico,,,,15.0,18.0,+3 Laps,0.0,-3.0,0.0,18.0,0.0,19.0,82.819,4.477999999999994,20.0,81.581,4.280000000000001,19.0,80.479,3.4549999999999983,20.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",0,0
STR,Aston Martin,80.873,20,2.747,2021,Mexico,,,,20.0,14.0,+2 Laps,0.0,6.0,17.0,14.0,57.0,7.0,80.03,1.688999999999993,13.0,79.73,2.429000000000002,17.0,78.352,1.328000000000003,11.0,MEDIUM,2.0,"MEDIUM, HARD, MEDIUM",0,0
HAM,Mercedes,68.733,1,-0.8649999999999949,2021,Brazil,68.068,1.0,-1.0690000000000026,10.0,1.0,Finished,25.0,9.0,207.5,1.0,291.5,3.0,69.05000000000001,0.0,1.0,72.741,1.503,5.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
BOT,Mercedes,69.04,2,-0.5579999999999927,2021,Brazil,68.426,2.0,-0.7109999999999985,1.0,3.0,Finished,15.0,-2.0,84.0,3.0,291.5,1.0,69.56700000000001,0.5169999999999959,4.0,72.355,1.1170000000000044,3.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
SAI,Ferrari,69.046,3,-0.5519999999999925,2021,Brazil,69.031,8.0,-0.1059999999999945,3.0,6.0,Finished,8.0,-3.0,95.5,6.0,197.5,5.0,70.12400000000001,1.073999999999998,6.0,73.078,1.8400000000000036,8.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
LEC,Ferrari,69.155,4,-0.4429999999999978,2021,Brazil,68.85900000000001,4.0,-0.2779999999999916,6.0,5.0,Finished,10.0,1.0,102.0,5.0,197.5,6.0,70.14200000000001,1.0919999999999987,7.0,73.099,1.861000000000004,9.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
PER,Red Bull Racing,69.17200000000001,5,-0.4259999999999877,2021,Brazil,68.973,6.0,-0.1640000000000014,4.0,4.0,Finished,13.0,0.0,112.0,4.0,306.5,2.0,69.492,0.441999999999993,3.0,72.903,1.6650000000000065,6.0,,,,MEDIUM,5.0,"MEDIUM, HARD, SOFT",1,1
VER,Red Bull Racing,69.32900000000001,6,-0.2689999999999912,2021,Brazil,68.49900000000001,3.0,-0.637999999999991,2.0,2.0,Finished,18.0,0.0,194.5,2.0,306.5,4.0,69.417,0.3669999999999902,2.0,72.102,0.8640000000000043,2.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
GIO,Alfa Romeo Racing,69.342,7,-0.2560000000000002,2021,Brazil,70.227,15.0,1.0900000000000034,13.0,14.0,+1 Lap,0.0,-1.0,1.0,14.0,7.0,12.0,70.587,1.536999999999992,14.0,72.997,1.7590000000000003,7.0,,,,MEDIUM,4.0,"MEDIUM, HARD, MEDIUM",1,0
GAS,AlphaTauri,69.34700000000001,8,-0.2509999999999905,2021,Brazil,68.903,5.0,-0.2339999999999946,7.0,7.0,+1 Lap,6.0,0.0,63.0,7.0,83.0,15.0,69.88000000000001,0.8299999999999983,5.0,73.608,2.3700000000000045,14.0,,,,MEDIUM,4.0,"MEDIUM, HARD",1,1
TSU,AlphaTauri,69.35000000000001,9,-0.2479999999999904,2021,Brazil,69.483,13.0,0.3460000000000036,15.0,15.0,+1 Lap,0.0,0.0,20.0,15.0,83.0,7.0,70.37400000000001,1.323999999999998,11.0,73.726,2.4879999999999995,16.0,,,,SOFT,5.0,"SOFT, HARD",1,0
NOR,McLaren,69.36500000000001,10,-0.2329999999999898,2021,Brazil,69.03,7.0,-0.1069999999999993,5.0,10.0,+1 Lap,1.0,-5.0,84.0,10.0,134.0,19.0,70.61,1.559999999999988,15.0,73.581,2.3430000000000035,13.0,,,,MEDIUM,5.0,"MEDIUM, HARD",1,1
RIC,McLaren,69.37400000000001,11,-0.2239999999999895,2021,Brazil,69.093,9.0,-0.0439999999999969,11.0,19.0,Power loss,0.0,-8.0,50.0,19.0,134.0,10.0,70.99000000000001,1.9399999999999975,19.0,73.44800000000001,2.210000000000008,12.0,,,,MEDIUM,3.0,"MEDIUM, HARD",1,1
ALO,Alpine,69.391,12,-0.2069999999999936,2021,Brazil,69.137,10.0,0.0,12.0,9.0,+1 Lap,2.0,3.0,33.0,9.0,73.0,8.0,70.20100000000001,1.1509999999999962,9.0,71.238,0.0,1.0,,,,MEDIUM,3.0,"MEDIUM, HARD",1,0
OCO,Alpine,69.43,13,-0.1679999999999921,2021,Brazil,69.18900000000001,11.0,0.0520000000000067,8.0,8.0,+1 Lap,4.0,0.0,40.0,8.0,73.0,9.0,70.14500000000001,1.0949999999999989,8.0,72.40700000000001,1.1690000000000111,4.0,,,,MEDIUM,3.0,"MEDIUM, HARD",1,0
VET,Aston Martin,69.45100000000001,14,-0.1469999999999913,2021,Brazil,69.399,12.0,0.2620000000000004,9.0,11.0,+1 Lap,0.0,-2.0,40.0,11.0,57.0,20.0,70.41300000000001,1.3629999999999995,12.0,73.747,2.5090000000000003,17.0,,,,MEDIUM,4.0,"MEDIUM, HARD, MEDIUM",1,0
RAI,Alfa Romeo Racing,69.598,15,0.0,2021,Brazil,69.503,14.0,0.3659999999999996,0.0,12.0,+1 Lap,0.0,-12.0,6.0,12.0,7.0,14.0,70.443,1.3929999999999865,13.0,73.355,2.1170000000000044,10.0,,,,MEDIUM,4.0,"MEDIUM, HARD, MEDIUM",0,0
STR,Aston Martin,69.66300000000001,16,0.0650000000000119,2021,Brazil,,,,14.0,20.0,Collision damage,0.0,-6.0,17.0,20.0,57.0,11.0,70.352,1.3019999999999925,10.0,73.426,2.1880000000000024,11.0,,,,MEDIUM,3.0,"MEDIUM, HARD",0,0
LAT,Williams,69.897,17,0.2990000000000066,2021,Brazil,,,,16.0,16.0,+1 Lap,0.0,0.0,7.0,16.0,20.0,13.0,70.902,1.8519999999999897,17.0,74.025,2.787000000000006,18.0,,,,MEDIUM,4.0,"MEDIUM, HARD",0,0
RUS,Williams,69.953,18,0.355000000000004,2021,Brazil,,,,17.0,13.0,+1 Lap,0.0,4.0,13.0,13.0,20.0,16.0,70.938,1.887999999999991,18.0,73.61500000000001,2.377000000000009,15.0,,,,MEDIUM,4.0,"MEDIUM, HARD",0,0
MSC,Haas F1 Team,70.32900000000001,19,0.7310000000000088,2021,Brazil,,,,18.0,18.0,+2 Laps,0.0,0.0,0.0,18.0,0.0,17.0,70.885,1.8349999999999935,16.0,74.066,2.828000000000003,19.0,,,,MEDIUM,5.0,"MEDIUM, HARD, MEDIUM",0,0
MAZ,Haas F1 Team,70.589,20,0.9909999999999995,2021,Brazil,,,,19.0,17.0,+2 Laps,0.0,2.0,0.0,17.0,0.0,18.0,71.342,2.2919999999999874,20.0,74.909,3.6710000000000074,20.0,,,,MEDIUM,3.0,"MEDIUM, HARD",0,0
HAM,Mercedes,82.845,1,-1.3800000000000097,2021,Abu Dhabi,83.14500000000001,3.0,-0.3029999999999972,2.0,2.0,Finished,18.0,0.0,225.5,2.0,317.5,6.0,85.042,0.0330000000000012,2.0,83.691,0.0,1.0,83.274,0.0,1.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
BOT,Mercedes,83.117,2,-1.108000000000004,2021,Abu Dhabi,83.24600000000001,6.0,-0.2019999999999981,6.0,6.0,Finished,8.0,0.0,92.0,6.0,317.5,2.0,85.205,0.1959999999999979,3.0,84.083,0.3919999999999959,3.0,84.025,0.7510000000000048,3.0,MEDIUM,1.0,"MEDIUM, HARD",1,1
VER,Red Bull Racing,83.322,3,-0.9030000000000058,2021,Abu Dhabi,82.80000000000001,1.0,-0.6479999999999961,1.0,1.0,Finished,26.0,0.0,220.5,1.0,332.5,15.0,85.009,0.0,1.0,84.33200000000001,0.6410000000000053,5.0,83.488,0.2139999999999986,2.0,SOFT,3.0,"SOFT, HARD, SOFT",1,1
PER,Red Bull Racing,83.35000000000001,4,-0.875,2021,Abu Dhabi,83.135,2.0,-0.3130000000000024,4.0,15.0,Engine,0.0,-11.0,112.0,15.0,332.5,1.0,85.363,0.3539999999999992,4.0,84.4,0.7090000000000032,6.0,84.04700000000001,0.7730000000000103,4.0,SOFT,3.0,"SOFT, HARD, SOFT",1,1
TSU,AlphaTauri,83.42800000000001,5,-0.796999999999997,2021,Abu Dhabi,83.40400000000001,8.0,-0.0439999999999969,8.0,4.0,Finished,12.0,4.0,32.0,4.0,105.0,5.0,85.378,0.3689999999999998,5.0,84.53200000000001,0.8410000000000082,7.0,84.223,0.948999999999998,6.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",1,1
LEC,Ferrari,83.467,6,-0.7580000000000098,2021,Abu Dhabi,83.202,5.0,-0.2460000000000093,7.0,10.0,Finished,1.0,-3.0,103.0,10.0,213.5,3.0,85.846,0.8370000000000033,8.0,84.557,0.8659999999999997,8.0,84.75800000000001,1.4840000000000089,10.0,SOFT,2.0,"SOFT, HARD, MEDIUM",1,1
GAS,AlphaTauri,83.489,7,-0.7360000000000042,2021,Abu Dhabi,84.043,12.0,0.5949999999999989,12.0,5.0,Finished,10.0,7.0,73.0,5.0,105.0,4.0,85.822,0.8130000000000024,7.0,84.94000000000001,1.2490000000000094,11.0,84.251,0.977000000000004,7.0,HARD,2.0,"HARD, MEDIUM, SOFT",1,0
NOR,McLaren,83.55300000000001,8,-0.671999999999997,2021,Abu Dhabi,83.256,7.0,-0.1920000000000072,3.0,7.0,Finished,6.0,-4.0,90.0,7.0,140.0,12.0,86.123,1.1140000000000043,12.0,85.072,1.3810000000000002,12.0,84.10600000000001,0.8320000000000078,5.0,SOFT,2.0,"SOFT, HARD, MEDIUM",1,1
SAI,Ferrari,83.62400000000001,9,-0.6009999999999991,2021,Abu Dhabi,83.174,4.0,-0.2740000000000009,5.0,3.0,Finished,15.0,2.0,110.5,3.0,213.5,10.0,85.88600000000001,0.8770000000000095,9.0,84.84400000000001,1.1530000000000058,10.0,84.595,1.320999999999998,8.0,SOFT,1.0,"SOFT, HARD",1,1
OCO,Alpine,83.76400000000001,10,-0.4609999999999985,2021,Abu Dhabi,83.42,9.0,-0.0280000000000057,9.0,9.0,Finished,2.0,0.0,42.0,9.0,79.0,8.0,86.025,1.0160000000000051,11.0,84.034,0.3430000000000035,2.0,84.834,1.5600000000000025,12.0,SOFT,1.0,"SOFT, HARD",1,1
RIC,McLaren,83.82900000000001,11,-0.3960000000000008,2021,Abu Dhabi,83.44800000000001,10.0,0.0,10.0,12.0,+1 Lap,0.0,-2.0,50.0,12.0,140.0,7.0,86.676,1.6670000000000016,16.0,84.81200000000001,1.121000000000009,9.0,84.733,1.4590000000000032,9.0,SOFT,2.0,"SOFT, HARD, SOFT",1,0
ALO,Alpine,83.846,12,-0.3790000000000049,2021,Abu Dhabi,83.46000000000001,11.0,0.0120000000000004,11.0,8.0,Finished,4.0,3.0,37.0,8.0,79.0,9.0,85.625,0.6159999999999997,6.0,84.22500000000001,0.534000000000006,4.0,85.09400000000001,1.8200000000000076,15.0,HARD,1.0,"HARD, MEDIUM",1,0
STR,Aston Martin,84.061,13,-0.1640000000000014,2021,Abu Dhabi,84.066,13.0,0.617999999999995,13.0,13.0,+1 Lap,0.0,0.0,17.0,13.0,57.0,11.0,86.608,1.5990000000000038,15.0,85.385,1.6940000000000026,15.0,84.82100000000001,1.5470000000000113,11.0,MEDIUM,2.0,"MEDIUM, HARD, SOFT",1,0
GIO,Alfa Romeo Racing,84.11800000000001,14,-0.1069999999999993,2021,Abu Dhabi,84.251,14.0,0.8029999999999973,14.0,17.0,Gearbox,0.0,-3.0,1.0,17.0,7.0,19.0,86.409,1.4000000000000057,14.0,85.108,1.4170000000000016,13.0,85.048,1.774000000000001,14.0,MEDIUM,1.0,"MEDIUM, HARD",1,0
VET,Aston Martin,84.22500000000001,15,0.0,2021,Abu Dhabi,84.305,15.0,0.8569999999999993,15.0,11.0,Finished,0.0,4.0,40.0,11.0,57.0,13.0,86.007,0.9980000000000048,10.0,85.19500000000001,1.5040000000000049,14.0,85.11500000000001,1.841000000000008,16.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
LAT,Williams,84.33800000000001,16,0.1129999999999995,2021,Abu Dhabi,,,,16.0,16.0,Accident,0.0,0.0,7.0,16.0,20.0,18.0,87.48700000000001,2.4780000000000086,18.0,85.68700000000001,1.996000000000009,18.0,85.322,2.048000000000002,18.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
RUS,Williams,84.423,17,0.1979999999999933,2021,Abu Dhabi,,,,17.0,18.0,Gearbox,0.0,-1.0,13.0,18.0,20.0,16.0,,,,85.549,1.858000000000004,17.0,85.22,1.945999999999998,17.0,MEDIUM,0.0,MEDIUM,0,0
RAI,Alfa Romeo Racing,84.77900000000001,18,0.554000000000002,2021,Abu Dhabi,,,,18.0,19.0,Brakes,0.0,-1.0,6.0,19.0,7.0,17.0,86.18900000000001,1.1800000000000068,13.0,85.44000000000001,1.7490000000000094,16.0,85.037,1.7630000000000052,13.0,MEDIUM,1.0,"MEDIUM, HARD",0,0
